DATE,GEOGRAPHY_LEVEL,GEOGRAPHY_NAME,FIPS,DEMOGRAPHIC_GROUP,DEMOGRAPHIC_CATEGORY,PARTIALLY_OR_FULLY_VACCINATED_PERSONS,FULLY_VACCINATED_PERSONS,POPULATION,PARTIALLY_OF_FULLY_VACCINATED_PERCENT,FULLY_VACCINATED_PERCENT,TOTAL_DOSES_ADMINISTERED,TOTAL_DOSES_DISTRIBUTED,SOURCEINFO,USAFACTS_INGESTION_DATE
"2021-05-11","State","Nebraska","31","Total","Total","875302.00000","742686.00000","1934408.00000","0.45249089127","0.38393451640","1567674.00000","1880490.00000","CDC State and National Vaccination Data","2021-05-12T09:25:10.279Z"
"2021-04-03","State","Nebraska","31","Total","Total","628371.00000","385220.00000","1934408.00000","0.32483891713","0.19914102919","992251.00000","1271990.00000","CDC State and National Vaccination Data","2021-04-04T09:26:40.414Z"
"2021-03-04","State","American Samoa","60","Total","Total","13386.00000","8208.00000","55689.00000","0.24037062975","0.14738996929","21625.00000","38810.00000","CDC State and National Vaccination Data","2021-03-05T12:25:19.971Z"
"2021-05-24","State","Arkansas","05","Total","Total","1168568.00000","914312.00000","3017804.00000","0.38722461764","0.30297262513","2029791.00000","2741670.00000","CDC State and National Vaccination Data","2021-05-25T09:25:11.773Z"
"2021-05-19","State","Arkansas","05","Total","Total","1142312.00000","890328.00000","3017804.00000","0.37852425141","0.29502512423","1981006.00000","2721900.00000","CDC State and National Vaccination Data","2021-05-20T09:25:24.524Z"
"2021-05-16","State","Arkansas","05","Total","Total","1134540.00000","883404.00000","3017804.00000","0.37594886878","0.29273074063","1966843.00000","2720090.00000","CDC State and National Vaccination Data","2021-05-17T17:25:26.814Z"
"2021-05-06","State","Arkansas","05","Total","Total","1094338.00000","813144.00000","3017804.00000","0.36262726141","0.26944891053","1860521.00000","2659090.00000","CDC State and National Vaccination Data","2021-05-07T09:25:26.531Z"
"2021-04-20","State","Arkansas","05","Total","Total","1015859.00000","658933.00000","3017804.00000","0.33662192773","0.21834850772","1624969.00000","2402760.00000","CDC State and National Vaccination Data","2021-04-21T09:25:29.727Z"
"2021-02-25","State","Arkansas","05","Total","Total","384549.00000","184346.00000","3017804.00000","0.12742676463","0.06108614078","572553.00000","826130.00000","CDC State and National Vaccination Data","2021-02-26T08:25:22.105Z"
"2021-06-18","State","Maine","23","Total","Total","880797.00000","800614.00000","1344212.00000","0.65525155258","0.59560099151","1577123.00000","1835190.00000","CDC State and National Vaccination Data","2021-06-19T09:25:15.002Z"
"2021-06-14","State","Maine","23","Total","Total","874010.00000","780247.00000","1344212.00000","0.65020249782","0.58044936364","1550956.00000","1818640.00000","CDC State and National Vaccination Data","2021-06-15T09:25:22.910Z"
"2021-05-17","State","Maine","23","Total","Total","790930.00000","654748.00000","1344212.00000","0.58839677075","0.48708685832","1350580.00000","1628280.00000","CDC State and National Vaccination Data","2021-05-18T09:25:22.041Z"
"2021-04-29","State","Maine","23","Total","Total","727268.00000","517435.00000","1344212.00000","0.54103668171","0.38493556076","1165567.00000","1362340.00000","CDC State and National Vaccination Data","2021-04-30T09:25:29.983Z"
"2021-04-07","State","Maine","23","Total","Total","527777.00000","326099.00000","1344212.00000","0.39262928764","0.24259491806","809459.00000","971770.00000","CDC State and National Vaccination Data","2021-04-08T09:26:27.246Z"
"2021-02-21","State","Maine","23","Total","Total","190495.00000","76101.00000","1344212.00000","0.14171499734","0.05661383770","268693.00000","335375.00000","CDC State and National Vaccination Data","2021-02-22T08:25:20.440Z"
"2021-05-23","State","Montana","30","Total","Total","472146.00000","398098.00000","1068778.00000","0.44176246143","0.37247959820","846462.00000","1068745.00000","CDC State and National Vaccination Data","2021-05-24T09:25:21.467Z"
"2021-05-19","State","Montana","30","Total","Total","463506.00000","390654.00000","1068778.00000","0.43367846269","0.36551463447","831352.00000","1057875.00000","CDC State and National Vaccination Data","2021-05-20T09:25:24.524Z"
"2021-02-26","State","Montana","30","Total","Total","178355.00000","81762.00000","1068778.00000","0.16687749935","0.07650045192","260990.00000","319315.00000","CDC State and National Vaccination Data","2021-02-27T08:25:21.188Z"
"2021-02-20","State","Montana","30","Total","Total","161546.00000","66619.00000","1068778.00000","0.15115019209","0.06233193423","228890.00000","259215.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-06-17","State","New Hampshire","33","Total","Total","835574.00000","738841.00000","1359711.00000","0.61452323325","0.54338090962","1490887.00000","1803290.00000","CDC State and National Vaccination Data","2021-06-18T09:25:15.964Z"
"2021-06-08","State","New Hampshire","33","Total","Total","826476.00000","710914.00000","1359711.00000","0.60783210550","0.52284198628","1451012.00000","1765695.00000","CDC State and National Vaccination Data","2021-06-09T13:25:33.926Z"
"2021-05-30","State","New Hampshire","33","Total","Total","811402.00000","659284.00000","1359711.00000","0.59674592616","0.48487068208","1384922.00000","1737915.00000","CDC State and National Vaccination Data","2021-06-01T09:25:44.928Z"
"2021-04-25","State","New Hampshire","33","Total","Total","807390.00000","400117.00000","1359711.00000","0.59379529915","0.29426620804","1127251.00000","1227615.00000","CDC State and National Vaccination Data","2021-04-26T09:25:23.391Z"
"2021-04-15","State","New Hampshire","33","Total","Total","764629.00000","363308.00000","1359711.00000","0.56234670456","0.26719501423","1050144.00000","1066805.00000","CDC State and National Vaccination Data","2021-04-16T09:25:26.588Z"
"2021-03-07","State","New Hampshire","33","Total","Total","269235.00000","112579.00000","1359711.00000","0.19800898867","0.08279627068","382103.00000","496675.00000","CDC State and National Vaccination Data","2021-03-08T08:25:27.404Z"
"2021-03-02","State","New Hampshire","33","Total","Total","232732.00000","97565.00000","1359711.00000","0.17116284269","0.07175421836","330538.00000","437345.00000","CDC State and National Vaccination Data","2021-03-03T12:25:20.554Z"
"2021-02-24","State","New Hampshire","33","Total","Total","195615.00000","86410.00000","1359711.00000","0.14386513016","0.06355026914","282235.00000","383145.00000","CDC State and National Vaccination Data","2021-02-25T12:25:19.055Z"
"2021-06-16","State","New Mexico","35","Total","Total","1254785.00000","1070030.00000","2096829.00000","0.59842028129","0.51030866132","2252892.00000","2329355.00000","CDC State and National Vaccination Data","2021-06-17T09:25:17.008Z"
"2021-03-20","State","New Mexico","35","Total","Total","677668.00000","407096.00000","2096829.00000","0.32318706008","0.19414840218","1060171.00000","1183825.00000","CDC State and National Vaccination Data","2021-03-21T09:25:45.604Z"
"2021-03-17","State","New Mexico","35","Total","Total","630828.00000","368179.00000","2096829.00000","0.30084856705","0.17558847193","983709.00000","1131335.00000","CDC State and National Vaccination Data","2021-03-18T09:26:28.212Z"
"2021-06-21","State","Vermont","50","Total","Total","456656.00000","401475.00000","623989.00000","0.73183341373","0.64340076508","839933.00000","912630.00000","CDC State and National Vaccination Data","2021-06-22T13:25:23.468Z"
"2021-06-08","State","Vermont","50","Total","Total","447248.00000","370619.00000","623989.00000","0.71675622487","0.59395117542","801227.00000","904700.00000","CDC State and National Vaccination Data","2021-06-09T13:25:33.926Z"
"2021-06-06","State","Vermont","50","Total","Total","445426.00000","364639.00000","623989.00000","0.71383630160","0.58436767315","793851.00000","904700.00000","CDC State and National Vaccination Data","2021-06-07T09:25:15.568Z"
"2021-05-22","State","Vermont","50","Total","Total","425085.00000","317242.00000","623989.00000","0.68123797054","0.50840960337","725780.00000","855540.00000","CDC State and National Vaccination Data","2021-05-23T09:25:22.233Z"
"2021-05-10","State","Vermont","50","Total","Total","386379.00000","270812.00000","623989.00000","0.61920803091","0.43400124041","639833.00000","757120.00000","CDC State and National Vaccination Data","2021-05-11T09:25:28.856Z"
"2021-04-22","State","Vermont","50","Total","Total","308465.00000","207703.00000","623989.00000","0.49434365029","0.33286323958","502374.00000","616260.00000","CDC State and National Vaccination Data","2021-04-23T09:25:25.930Z"
"2021-05-28","State","Guam","66","Total","Total","88973.00000","72188.00000","165768.00000","0.53673205926","0.43547608706","159149.00000","207370.00000","CDC State and National Vaccination Data","2021-05-29T09:25:27.394Z"
"2021-04-23","State","Maine","23","Total","Total","689753.00000","476842.00000","1344212.00000","0.51312813753","0.35473719919","1088047.00000","1241960.00000","CDC State and National Vaccination Data","2021-04-24T09:25:15.070Z"
"2021-06-18","State","New Hampshire","33","Total","Total","835842.00000","739161.00000","1359711.00000","0.61472033395","0.54361625375","1491368.00000","1803430.00000","CDC State and National Vaccination Data","2021-06-19T09:25:15.002Z"
"2021-05-16","State","New Hampshire","33","Total","Total","813340.00000","482876.00000","1359711.00000","0.59817122903","0.35513134776","1211530.00000","1524445.00000","CDC State and National Vaccination Data","2021-05-17T17:25:26.814Z"
"2021-02-20","State","New Mexico","35","Total","Total","386679.00000","186104.00000","2096829.00000","0.18441131823","0.08875497239","578916.00000","605885.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-05-01","State","Vermont","50","Total","Total","347866.00000","236673.00000","623989.00000","0.55748739160","0.37929034005","570823.00000","694440.00000","CDC State and National Vaccination Data","2021-05-02T13:25:21.379Z"
"2021-03-18","State","Vermont","50","Total","Total","162595.00000","86222.00000","623989.00000","0.26057350370","0.13817871789","252439.00000","329210.00000","CDC State and National Vaccination Data","2021-03-19T09:26:17.278Z"
"2021-02-26","State","Vermont","50","Total","Total","101037.00000","50280.00000","623989.00000","0.16192112361","0.08057834353","151538.00000","206910.00000","CDC State and National Vaccination Data","2021-02-27T08:25:21.188Z"
"2021-02-20","State","Vermont","50","Total","Total","88826.00000","43084.00000","623989.00000","0.14235186838","0.06904608895","132112.00000","159650.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-02-18","State","Vermont","50","Total","Total","79606.00000","38381.00000","623989.00000","0.12757596688","0.06150909712","118184.00000","151350.00000","CDC State and National Vaccination Data","2021-02-19T12:25:26.212Z"
"2021-01-30","State","Vermont","50","Total","Total","48473.00000","15213.00000","623989.00000","0.07768245915","0.02438023747","63777.00000","99750.00000","CDC State and National Vaccination Data","2021-01-31T08:25:27.592Z"
"2021-04-25","State","Wisconsin","55","Total","Total","2596952.00000","1928609.00000","5822434.00000","0.44602515031","0.33123758895","4457053.00000","5004705.00000","CDC State and National Vaccination Data","2021-04-26T09:25:23.391Z"
"2021-04-21","State","Wisconsin","55","Total","Total","2505098.00000","1748989.00000","5822434.00000","0.43024927376","0.30038794772","4178933.00000","4776225.00000","CDC State and National Vaccination Data","2021-04-22T09:25:29.436Z"
"2021-04-19","State","Wisconsin","55","Total","Total","2489178.00000","1714948.00000","5822434.00000","0.42751502207","0.29454142374","4128223.00000","4542495.00000","CDC State and National Vaccination Data","2021-04-20T13:25:13.813Z"
"2021-04-14","State","Wisconsin","55","Total","Total","2338649.00000","1529318.00000","5822434.00000","0.40166174490","0.26265956815","3759176.00000","4322845.00000","CDC State and National Vaccination Data","2021-04-15T21:25:36.929Z"
"2021-03-30","State","Wisconsin","55","Total","Total","1829412.00000","1065710.00000","5822434.00000","0.31420055599","0.18303513616","2870834.00000","3348455.00000","CDC State and National Vaccination Data","2021-03-31T09:25:13.761Z"
"2021-03-21","State","Wisconsin","55","Total","Total","1542799.00000","893242.00000","5822434.00000","0.26497492286","0.15341384720","2422908.00000","2614965.00000","CDC State and National Vaccination Data","2021-03-22T09:26:34.789Z"
"2021-03-04","State","Wisconsin","55","Total","Total","1023137.00000","556340.00000","5822434.00000","0.17572324564","0.09555110457","1596290.00000","1876225.00000","CDC State and National Vaccination Data","2021-03-05T12:25:19.971Z"
"2021-02-28","State","Wisconsin","55","Total","Total","956474.00000","498381.00000","5822434.00000","0.16427391019","0.08559667658","1470570.00000","1588665.00000","CDC State and National Vaccination Data","2021-03-01T08:25:19.651Z"
"2021-01-25","State","Wisconsin","55","Total","Total","266481.00000","47409.00000","5822434.00000","0.04576797264","0.00814247100","315876.00000","610100.00000","CDC State and National Vaccination Data","2021-02-01T12:26:44.581Z"
"2021-01-21","State","Wisconsin","55","Total","Total","204746.00000","32268.00000","5822434.00000","0.03516501862","0.00554201216","238758.00000","577325.00000","CDC State and National Vaccination Data","2021-02-01T12:22:36.698Z"
"2021-05-04","State","New Hampshire","33","Total","Total","830096.00000","410323.00000","1359711.00000","0.61049443595","0.30177221483","1157226.00000","1353385.00000","CDC State and National Vaccination Data","2021-05-05T09:25:20.283Z"
"2021-05-04","State","New Mexico","35","Total","Total","1086281.00000","817718.00000","2096829.00000","0.51805893566","0.38997839118","1852022.00000","2082125.00000","CDC State and National Vaccination Data","2021-05-05T09:25:20.283Z"
"2021-02-27","State","Vermont","50","Total","Total","103980.00000","52718.00000","623989.00000","0.16663755291","0.08448546369","156929.00000","206910.00000","CDC State and National Vaccination Data","2021-02-28T08:25:20.364Z"
"2021-06-10","State","Connecticut","09","Total","Total","2306716.00000","1999526.00000","3565287.00000","0.64699307517","0.56083170864","4171732.00000","4625815.00000","CDC State and National Vaccination Data","2021-06-11T13:25:22.585Z"
"2021-06-03","State","Connecticut","09","Total","Total","2267966.00000","1922629.00000","3565287.00000","0.63612438494","0.53926345901","4059343.00000","4581445.00000","CDC State and National Vaccination Data","2021-06-04T13:25:21.229Z"
"2021-05-23","State","Connecticut","09","Total","Total","2182355.00000","1816180.00000","3565287.00000","0.61211201230","0.50940639561","3874701.00000","4418395.00000","CDC State and National Vaccination Data","2021-05-24T09:25:21.467Z"
"2021-05-12","State","Connecticut","09","Total","Total","2065427.00000","1636981.00000","3565287.00000","0.57931577458","0.45914424281","3587180.00000","4123395.00000","CDC State and National Vaccination Data","2021-05-13T13:25:17.385Z"
"2021-04-16","State","Connecticut","09","Total","Total","1689462.00000","1083206.00000","3565287.00000","0.47386423589","0.30382014127","2671509.00000","3326635.00000","CDC State and National Vaccination Data","2021-04-17T09:25:15.895Z"
"2021-04-14","State","Connecticut","09","Total","Total","1629882.00000","1040433.00000","3565287.00000","0.45715309875","0.29182307063","2572005.00000","3201205.00000","CDC State and National Vaccination Data","2021-04-15T21:25:36.929Z"
"2021-04-04","State","Connecticut","09","Total","Total","1365965.00000","816983.00000","3565287.00000","0.38312904403","0.22914929429","2138503.00000","2577515.00000","CDC State and National Vaccination Data","2021-04-05T09:25:39.489Z"
"2021-04-01","State","Connecticut","09","Total","Total","1284258.00000","743564.00000","3565287.00000","0.36021167440","0.20855656221","1992899.00000","2484595.00000","CDC State and National Vaccination Data","2021-04-02T09:26:52.096Z"
"2021-03-23","State","Connecticut","09","Total","Total","1093483.00000","608492.00000","3565287.00000","0.30670265816","0.17067125311","1676905.00000","1975855.00000","CDC State and National Vaccination Data","2021-03-24T09:27:05.158Z"
"2021-02-08","State","Connecticut","09","Total","Total","406697.00000","127194.00000","3565287.00000","0.11407132161","0.03567566931","542414.00000","740300.00000","CDC State and National Vaccination Data","2021-02-09T08:25:21.339Z"
"2021-05-27","State","Delaware","10","Total","Total","521179.00000","409468.00000","973764.00000","0.53522105972","0.42050024441","916936.00000","1205065.00000","CDC State and National Vaccination Data","2021-05-28T09:25:18.187Z"
"2021-05-18","State","Delaware","10","Total","Total","496857.00000","385329.00000","973764.00000","0.51024375516","0.39571087040","870394.00000","1122975.00000","CDC State and National Vaccination Data","2021-05-19T09:25:11.206Z"
"2021-05-10","State","Delaware","10","Total","Total","480333.00000","362306.00000","973764.00000","0.49327455112","0.37206756463","831440.00000","1057915.00000","CDC State and National Vaccination Data","2021-05-11T09:25:28.856Z"
"2021-05-05","State","Delaware","10","Total","Total","466826.00000","338706.00000","973764.00000","0.47940363373","0.34783171282","793383.00000","1022065.00000","CDC State and National Vaccination Data","2021-05-06T13:25:20.541Z"
"2021-04-14","State","Delaware","10","Total","Total","382813.00000","222121.00000","973764.00000","0.39312708213","0.22810557794","599682.00000","761005.00000","CDC State and National Vaccination Data","2021-04-15T21:25:36.929Z"
"2021-03-28","State","Delaware","10","Total","Total","285100.00000","149897.00000","973764.00000","0.29278141316","0.15393565587","438768.00000","555005.00000","CDC State and National Vaccination Data","2021-03-29T09:26:21.664Z"
"2021-03-18","State","Delaware","10","Total","Total","225478.00000","125907.00000","973764.00000","0.23155302517","0.12929929634","354571.00000","474605.00000","CDC State and National Vaccination Data","2021-03-19T09:26:17.278Z"
"2021-02-06","State","Delaware","10","Total","Total","94962.00000","22791.00000","973764.00000","0.09752054913","0.02340505502","118475.00000","161525.00000","CDC State and National Vaccination Data","2021-02-07T08:25:23.051Z"
"2021-02-01","State","Delaware","10","Total","Total","84482.00000","17628.00000","973764.00000","0.08675818782","0.01810294897","102697.00000","143775.00000","CDC State and National Vaccination Data","2021-02-02T12:25:34.606Z"
"2021-01-29","State","Delaware","10","Total","Total","72684.00000","14210.00000","973764.00000","0.07464231580","0.01459285823","87300.00000","143775.00000","CDC State and National Vaccination Data","2021-01-30T12:25:31.742Z"
"2021-01-26","State","Delaware","10","Total","Total","56646.00000","11724.00000","973764.00000","0.05817220600","0.01203987825","68507.00000","129250.00000","CDC State and National Vaccination Data","2021-02-01T12:27:06.049Z"
"2021-06-19","State","Idaho","16","Total","Total","696985.00000","627788.00000","1787065.00000","0.39001659145","0.35129556004","1298562.00000","1656570.00000","CDC State and National Vaccination Data","2021-06-20T09:25:24.092Z"
"2021-06-14","State","Idaho","16","Total","Total","690515.00000","617061.00000","1787065.00000","0.38639612997","0.34529298039","1282884.00000","1643205.00000","CDC State and National Vaccination Data","2021-06-15T09:25:22.910Z"
"2021-05-26","State","Idaho","16","Total","Total","663076.00000","575257.00000","1787065.00000","0.37104190390","0.32190043451","1219945.00000","1588015.00000","CDC State and National Vaccination Data","2021-05-27T09:25:29.970Z"
"2021-05-19","State","Idaho","16","Total","Total","646734.00000","556924.00000","1787065.00000","0.36189730088","0.31164171421","1188199.00000","1553895.00000","CDC State and National Vaccination Data","2021-05-20T09:25:24.524Z"
"2021-04-12","State","Idaho","16","Total","Total","553741.00000","379753.00000","1787065.00000","0.30986058146","0.21250094429","920374.00000","1165795.00000","CDC State and National Vaccination Data","2021-04-13T09:25:23.488Z"
"2021-04-11","State","Idaho","16","Total","Total","548331.00000","373212.00000","1787065.00000","0.30683327131","0.20884075285","909981.00000","1165795.00000","CDC State and National Vaccination Data","2021-04-12T09:26:37.000Z"
"2021-04-10","State","Idaho","16","Total","Total","537311.00000","362093.00000","1787065.00000","0.30066673568","0.20261881913","889862.00000","1165795.00000","CDC State and National Vaccination Data","2021-04-11T13:27:20.962Z"
"2021-01-31","State","Idaho","16","Total","Total","98287.00000","21636.00000","1787065.00000","0.05499911867","0.01210700226","120880.00000","221550.00000","CDC State and National Vaccination Data","2021-02-01T08:25:16.627Z"
"2021-06-19","State","Iowa","19","Total","Total","1601582.00000","1477447.00000","3155070.00000","0.50762170094","0.46827709052","2982657.00000","3425225.00000","CDC State and National Vaccination Data","2021-06-20T09:25:24.092Z"
"2021-05-15","State","Iowa","19","Total","Total","1460918.00000","1266340.00000","3155070.00000","0.46303822102","0.40136668917","2644924.00000","3099895.00000","CDC State and National Vaccination Data","2021-05-16T09:25:21.341Z"
"2021-05-14","State","Iowa","19","Total","Total","1456896.00000","1253317.00000","3155070.00000","0.46176344740","0.39723904699","2628372.00000","3086355.00000","CDC State and National Vaccination Data","2021-05-15T09:25:22.293Z"
"2021-05-13","State","Iowa","19","Total","Total","1452950.00000","1241247.00000","3155070.00000","0.46051276200","0.39341345834","2612715.00000","3076105.00000","CDC State and National Vaccination Data","2021-05-14T09:25:23.273Z"
"2021-04-19","State","Iowa","19","Total","Total","1299188.00000","906973.00000","3155070.00000","0.41177786864","0.28746525434","2125941.00000","2481445.00000","CDC State and National Vaccination Data","2021-04-20T13:25:13.813Z"
"2021-03-31","State","Iowa","19","Total","Total","970567.00000","610099.00000","3155070.00000","0.30762138399","0.19337098701","1539664.00000","1816015.00000","CDC State and National Vaccination Data","2021-04-01T09:25:23.029Z"
"2021-03-20","State","Iowa","19","Total","Total","813481.00000","485885.00000","3155070.00000","0.25783294824","0.15400133753","1265775.00000","1482225.00000","CDC State and National Vaccination Data","2021-03-21T09:25:45.604Z"
"2021-02-23","State","Iowa","19","Total","Total","457493.00000","151431.00000","3155070.00000","0.14500248806","0.04799608250","614928.00000","746475.00000","CDC State and National Vaccination Data","2021-02-24T12:25:29.944Z"
"2021-01-22","State","Iowa","19","Total","Total","145642.00000","22429.00000","3155070.00000","0.04616125791","0.00710887556","170607.00000","338950.00000","CDC State and National Vaccination Data","2021-02-01T12:23:05.462Z"
"2021-05-25","State","Louisiana","22","Total","Total","1633736.00000","1421591.00000","4648794.00000","0.35143222092","0.30579780476","3026351.00000","3860970.00000","CDC State and National Vaccination Data","2021-05-26T09:25:20.887Z"
"2021-05-12","State","Louisiana","22","Total","Total","1565284.00000","1349012.00000","4648794.00000","0.33670754178","0.29018536851","2888086.00000","3771800.00000","CDC State and National Vaccination Data","2021-05-13T13:25:17.385Z"
"2021-04-16","State","Louisiana","22","Total","Total","1420282.00000","1041033.00000","4648794.00000","0.30551622636","0.22393614344","2427942.00000","3433110.00000","CDC State and National Vaccination Data","2021-04-17T09:25:15.895Z"
"2021-04-15","State","Louisiana","22","Total","Total","1410511.00000","1017907.00000","4648794.00000","0.30341439092","0.21896151991","2394289.00000","3428000.00000","CDC State and National Vaccination Data","2021-04-16T09:25:26.588Z"
"2021-03-05","State","Louisiana","22","Total","Total","751564.00000","424563.00000","4648794.00000","0.16166859620","0.09132755721","1179138.00000","1576670.00000","CDC State and National Vaccination Data","2021-03-06T08:26:09.163Z"
"2021-01-19","State","Louisiana","22","Total","Total","221109.00000","33967.00000","4648794.00000","0.04756265819","0.00730662619","255591.00000","370175.00000","CDC State and National Vaccination Data","2021-01-20T10:04:32.264Z"
"2021-05-04","State","North Dakota","38","Total","Total","300916.00000","253372.00000","762062.00000","0.39487075855","0.33248213400","567924.00000","647200.00000","CDC State and National Vaccination Data","2021-05-05T09:25:20.283Z"
"2021-04-25","State","North Dakota","38","Total","Total","295375.00000","242962.00000","762062.00000","0.38759969661","0.31882182815","551267.00000","626540.00000","CDC State and National Vaccination Data","2021-04-26T09:25:23.391Z"
"2021-04-24","State","North Dakota","38","Total","Total","294090.00000","240077.00000","762062.00000","0.38591348211","0.31503604694","546923.00000","626540.00000","CDC State and National Vaccination Data","2021-04-25T09:25:24.298Z"
"2021-04-16","State","North Dakota","38","Total","Total","286317.00000","216079.00000","762062.00000","0.37571352462","0.28354517087","512370.00000","587940.00000","CDC State and National Vaccination Data","2021-04-17T09:25:15.895Z"
"2021-04-06","State","North Dakota","38","Total","Total","264001.00000","176603.00000","762062.00000","0.34642981805","0.23174361141","452933.00000","521030.00000","CDC State and National Vaccination Data","2021-04-07T09:26:43.698Z"
"2021-03-28","State","North Dakota","38","Total","Total","236146.00000","149705.00000","762062.00000","0.30987767400","0.19644727069","397822.00000","437720.00000","CDC State and National Vaccination Data","2021-03-29T09:26:21.664Z"
"2021-03-17","State","North Dakota","38","Total","Total","200698.00000","114769.00000","762062.00000","0.26336177371","0.15060323176","325202.00000","367000.00000","CDC State and National Vaccination Data","2021-03-18T09:26:28.212Z"
"2021-02-26","State","North Dakota","38","Total","Total","138240.00000","72168.00000","762062.00000","0.18140256305","0.09470095609","212625.00000","245200.00000","CDC State and National Vaccination Data","2021-02-27T08:25:21.188Z"
"2021-06-15","State","West Virginia","54","Total","Total","756579.00000","640909.00000","1792147.00000","0.42216347208","0.35762077553","1369587.00000","1871625.00000","CDC State and National Vaccination Data","2021-06-16T09:25:18.005Z"
"2021-05-22","State","West Virginia","54","Total","Total","705493.00000","599305.00000","1792147.00000","0.39365799792","0.33440616199","1284254.00000","1799335.00000","CDC State and National Vaccination Data","2021-05-23T09:25:22.233Z"
"2021-04-05","State","Connecticut","09","Total","Total","1385278.00000","839506.00000","3565287.00000","0.38854599924","0.23546659778","2178710.00000","2577515.00000","CDC State and National Vaccination Data","2021-04-06T09:27:14.449Z"
"2021-01-27","State","Iowa","19","Total","Total","165466.00000","36067.00000","3155070.00000","0.05244447825","0.01143144209","204196.00000","362875.00000","CDC State and National Vaccination Data","2021-02-01T12:28:08.976Z"
"2021-06-21","State","West Virginia","54","Total","Total","766983.00000","654167.00000","1792147.00000","0.42796879943","0.36501860617","1391862.00000","1878315.00000","CDC State and National Vaccination Data","2021-06-22T13:25:23.468Z"
"2021-05-20","State","West Virginia","54","Total","Total","694435.00000","594018.00000","1792147.00000","0.38748774515","0.33145606917","1268895.00000","1767735.00000","CDC State and National Vaccination Data","2021-05-21T17:25:10.208Z"
"2021-05-15","State","West Virginia","54","Total","Total","678430.00000","587339.00000","1792147.00000","0.37855711613","0.32772925435","1248326.00000","1731955.00000","CDC State and National Vaccination Data","2021-05-16T09:25:21.341Z"
"2021-04-29","State","West Virginia","54","Total","Total","637946.00000","534200.00000","1792147.00000","0.35596745133","0.29807822684","1160310.00000","1640115.00000","CDC State and National Vaccination Data","2021-04-30T09:25:29.983Z"
"2021-04-28","State","West Virginia","54","Total","Total","635460.00000","525298.00000","1792147.00000","0.35458028834","0.29311100038","1148401.00000","1636815.00000","CDC State and National Vaccination Data","2021-04-29T09:25:15.234Z"
"2021-04-20","State","West Virginia","54","Total","Total","620371.00000","481547.00000","1792147.00000","0.34616077811","0.26869838244","1090281.00000","1581835.00000","CDC State and National Vaccination Data","2021-04-21T09:25:29.727Z"
"2021-04-19","State","West Virginia","54","Total","Total","619294.00000","477023.00000","1792147.00000","0.34555982294","0.26617403595","1084664.00000","1522165.00000","CDC State and National Vaccination Data","2021-04-20T13:25:13.813Z"
"2021-04-12","State","West Virginia","54","Total","Total","601709.00000","433539.00000","1792147.00000","0.33574756981","0.24191040132","1025629.00000","1386215.00000","CDC State and National Vaccination Data","2021-04-13T09:25:23.488Z"
"2021-02-28","State","West Virginia","54","Total","Total","322459.00000","209759.00000","1792147.00000","0.17992887860","0.11704341218","532295.00000","605255.00000","CDC State and National Vaccination Data","2021-03-01T08:25:19.651Z"
"2021-02-20","State","West Virginia","54","Total","Total","288262.00000","169795.00000","1792147.00000","0.16084729657","0.09474390215","458087.00000","481225.00000","CDC State and National Vaccination Data","2021-02-21T08:25:21.347Z"
"2021-02-16","State","West Virginia","54","Total","Total","250814.00000","142817.00000","1792147.00000","0.13995168923","0.07969044950","393643.00000","429800.00000","CDC State and National Vaccination Data","2021-02-17T08:25:24.753Z"
"2021-01-24","State","West Virginia","54","Total","Total","163801.00000","39071.00000","1792147.00000","0.09139931044","0.02180122501","202883.00000","243100.00000","CDC State and National Vaccination Data","2021-02-01T12:25:40.973Z"
"2021-01-19","State","West Virginia","54","Total","Total","128923.00000","23723.00000","1792147.00000","0.07193773725","0.01323719539","152657.00000","205475.00000","CDC State and National Vaccination Data","2021-01-20T10:04:32.264Z"
"2021-05-28","State","Wyoming","56","Total","Total","213605.00000","183417.00000","578759.00000","0.36907417422","0.31691429421","394278.00000","502465.00000","CDC State and National Vaccination Data","2021-05-29T09:25:27.394Z"
"2021-05-08","State","Wyoming","56","Total","Total","201002.00000","169905.00000","578759.00000","0.34729827096","0.29356778901","369771.00000","490875.00000","CDC State and National Vaccination Data","2021-05-09T09:25:14.746Z"
"2021-05-02","State","Wyoming","56","Total","Total","197340.00000","162328.00000","578759.00000","0.34097093954","0.28047598396","358512.00000","483195.00000","CDC State and National Vaccination Data","2021-05-03T09:25:17.251Z"
"2021-04-28","State","Wyoming","56","Total","Total","194680.00000","155665.00000","578759.00000","0.33637489871","0.26896342001","348883.00000","477985.00000","CDC State and National Vaccination Data","2021-04-29T09:25:15.234Z"
"2021-04-23","State","Wyoming","56","Total","Total","192173.00000","150279.00000","578759.00000","0.33204321661","0.25965730123","340781.00000","473415.00000","CDC State and National Vaccination Data","2021-04-24T09:25:15.070Z"
"2021-04-10","State","Wyoming","56","Total","Total","169683.00000","120534.00000","578759.00000","0.29318420966","0.20826285207","289340.00000","450525.00000","CDC State and National Vaccination Data","2021-04-11T13:27:20.962Z"
